Follow-up ID,Parent ID,HMG Contact,Referral Date,Referral,Notes,Why Follow-up,Follow-up Date,Done,Result,Child ID
1157,1392,BrookeP,2011-03-17,Community Action Food Bank  801-373-8200,"Tried calling back wit referral, but no answer or voice mail",,2011-03-21,1,,
1158,1392,DeborahW,2011-03-17,Community Action Food Bank  801-373-8200,"Went to Community Action and  wasn't able to find dipers. Needs size 4 Diapers, called relayed info 3/18/11",Connected?,2011-04-04,1,,
1159,1393,BrookeP,2011-03-18,Interoffice,"tried calling to get information, what she needs help with, left message",Still interested?,2011-03-18,1,Complete,
1168,1398,BrookeP,2011-03-28,Interoffice,"Called, left message 4/19/11",Still interested?,2011-04-19,1,Complete,
1169,1397,DeborahW,2011-03-28,Interoffice,"Research ideas for parenting, how to help her children be more independent and listening",Research,2011-03-30,1,Complete,
1171,1399,BrookeP,2011-03-30,Interoffice,,Update Family Information,2011-04-04,1,Complete,
1172,1400,BrookeP,2011-04-14,Pregnancy Resource Center  801-221-2591,Emailed to see if she was connected,Connected?,2011-04-19,1,No response from family,
1188,1399,BrookeP,2011-04-04,Interoffice,Got the information,Update Family Information,2011-04-04,1,Complete,
1189,1291,BrookeP,2011-04-13,The Utah Family Academy (801) 377-5050,,Connected?,2011-04-15,1,Complete,
1191,1366,RobinL,2011-04-07,Informational resources,-military transfer,Connected?,2011-04-15,1,Information received by client,
1193,1291,AmandaM,2011-04-20,The Utah Family Academy (801) 377-5050,Emailed her to see if she was connected or not. 4/20/11 AM,Connected?,2011-04-20,1,Complete,
1204,1416,BrookeP,2011-04-18,Interoffice,"Called, left message 4/18/11",Update Family Information,2011-04-18,1,No response from family,
1206,1400,MiriamC,2011-04-19,Pregnancy Resource Center  801-221-2591,Client received information but has not called them yet,Connected?,2011-05-03,1,No follow through by client,
1209,1419,AmandaM,2011-04-20,Welcome Baby UWAY 801-691-5320,Interested in organizing playgroup. Told her to talk to Stephanie A.,Connected?,2011-04-27,1,Received service,
1211,1422,RobinL,2011-04-22,"Activities, ASQ3 Activities",duplicate record: check Karen Anderson or Colleen Storey,Verify Improvement,2011-05-22,1,No response from family,
1215,1241,RobinL,2011-04-25,Community Health Connect  801-818-3015,neurology specialist - WAITING LIST OF SEVERAL MONTHS,Connected?,2011-06-25,1,No follow through by client,
1222,1416,MiriamC,2011-04-18,Interoffice,"Called, left message 4/28/11 MC",Update Family Information,2011-04-28,1,No response from family,
1223,1416,MiriamC,2011-04-18,Interoffice,"Called, left message. Also sent email 5/16/11 MC",Update Family Information,2011-05-12,1,No response from family,
1225,1432,DeborahW,2011-04-29,Alpine School District 801-756-8400,had her call alpine to see what type of parenting class they offer LM 5/12/11,Connected?,2011-04-29,1,Service Not Received,
1226,1432,DeborahW,2011-04-29,Nebo School District  801-354-7400,love and logic LM 5/12/11,Connected?,2011-05-17,1,Received service,
1227,1432,DeborahW,2011-04-29,Family Support and Treatment  801-229-1181,"Love, Limits and longitude LM 5/12/11",Connected?,2011-05-17,1,Service Not Received,
1229,1434,RachelP,2011-05-02,Informational resources,Conscious Fathering Pamplet,Connected?,2011-07-29,1,Received service,
1230,1434,RachelP,2011-05-02,Informational resources,Ready to Learn Workshops,Verify Improvement,2011-07-29,1,Received service,
1238,1435,BarbaraL,2011-03-04,Alpine School District  801-756-8400,Enrolled. Alpine Special Ed Preschool Will email Robin with new address.,,2011-03-04,1,Complete,
1242,1435,RobinL,2011-01-01,Love Logic & Latitude Parenting Ed,Mom is taking parenting classes three nights/week while in shelter,Verify Improvement,2011-04-15,1,Received service,
1243,1435,RobinL,2010-12-14,Children's Justice Center  801-851-8554,also needs subfor santa type help,Connected?,2010-12-16,1,Received service,
1245,1377,StephanieA,2011-05-02,Interoffice,referral to stephanie,Verify Improvement,2011-05-02,1,Complete,
1246,1439,DeborahW,2011-05-03,Interoffice,called 5/12 LM dw. Call to see if family is interested in HMG ASQs. 6/13/11 dw left long message letting her know about our program and to call us if she'd like to start the ASQs or has any questions,Update Family Information,2011-05-26,1,Left Message,
1247,1412,MiriamC,2011-05-03,Specialist,"Merrill Gappmeyer - Called, left message. 3rd call so let them know I'm closing the file 5/19/11 MC",Connected?,2011-05-17,1,Complete,
1255,1444,KamiO,2011-05-04,Interoffice,"Call to see if they're interested in Welcome Baby, 9/12 called left message",Update Family Information,2011-09-19,1,Complete,
1258,1419,AmandaM,2011-05-04,Welcome Baby UWAY 801-691-5320,Interested in play group but still has not contacted Stephanie.  Everyone in family has been ill so she hasn't had the time.,Connected?,2011-05-18,1,No follow through by client,
1259,1446,AmandaM,2011-05-04,Interoffice,"Find out more info, what is the mother looking for?",Update Family Information,2011-05-09,1,Client cannot be reached,
1261,1456,MiriamC,2011-05-10,Interoffice,Emailed mom to send pediatrician info and her phone number. 5/10/11 MC,Update Family Information,2011-05-10,1,Client cannot be reached,
1262,1446,AmandaM,2011-05-11,Interoffice,Interested in having a home visitor,Update Family Information,2011-05-18,1,Complete,
1263,1291,MiriamC,2011-05-11,The Utah Family Academy (801) 377-5050,"Called, left message. This is the 3rd time so will not ask again. 7/7/11 MC",Connected?,2011-07-07,1,No response from family,
1267,1418,BarbaraL,2011-05-12,BYU Comprehensive Clinic 801-422-7759,Called and emailed. Waiting for Response from mom,Connected?,2011-05-19,1,Complete,
1268,1396,BarbaraL,2011-05-13,Interoffice,Wanted to receive address to send pamphlet,Research,2011-05-20,1,No response from family,
1271,1461,BarbaraL,2011-05-16,Interoffice,"Spoke with Catherine Johnson at Wasatch. Two numbers for Wasatch-Adult Patient,373-9656 and Main Director 852-5501. There is no respite for adults so needs to use her natural supports.",Research,2011-05-16,1,No follow through by client,
1277,1241,RobinL,2011-05-10,Interoffice,no ans to phone or HV - HMG 211,Connected?,2011-05-17,1,No response from family,
1282,1462,AmandaM,2011-05-18,Interoffice,Research support groups for parents and resources for disabled daughter. 5/18/11 AM,Research,2011-05-23,1,Complete,
1283,1461,BarbaraL,2011-05-18,Interoffice,Will brainstorm with PIC members to see any solutions.  Be sure to talk to mom about ASQ and monitoring. Needs respite only for summer and will be starting school in the fall.  Needs overnite respite for children once a week.,Research,2011-05-31,1,Complete,
1285,1462,RobinL,2011-05-18,"Utah Parent Center 801 272 1051, 800 468 1160",She's been out of town but will call resources soon. 5/23/11 RL,Connected?,2011-05-23,1,No follow through by client,
1290,1464,BarbaraL,2011-05-23,Interoffice,,Update Family Information,2011-05-26,1,Complete,
1296,1463,DeborahW,2011-05-25,Interoffice,Sent her an email with various resources that are listed in the child referrals.,Research,2011-06-29,1,Complete,
1301,1455,RobinL,2011-05-10,Website,"AAP.org, physician for WB exam--will retry toilet tng in month or two",Verify Improvement,2011-05-27,1,Information received by client,
1315,1241,RobinL,2011-06-01,"Utah Parent Center 801 272 1051, 800 468 1160","Repeated Turning Point, UPC, 211 for housing; CLOSED FILE",Connected?,2011-08-02,1,Information received by client,
1316,1241,RobinL,2010-11-01,Other,Qwest to mail label to HMG,Verify Improvement,2011-06-09,1,Resources exhausted,
1317,1466,RobinL,2011-06-03,Interoffice,Current home has mold. Do additional research,Update Family Information,2011-06-10,1,Complete,
1321,1468,DeborahW,2011-06-10,Interoffice,Research parenting classes for behavioral. The phone number was incorrect (or out of service?) will mail a list of the resources.  And wait to hear from the parent.,Connected?,2011-07-06,1,Information received by client,
1322,1466,DeborahW,2011-06-10,Community Action Food Bank  801-373-8200,"6/10/11Called to see if she was connected to the referrals, she said that she's doing really bad, but that she can't talk and I told her to call me later. DW",Connected?,2011-06-10,1,Client cannot be reached,
1324,1469,DeborahW,2011-06-13,Welcome Baby UWAY 801-691-5320,was visited and had a lot of her questions answered. Wanted to know if its normal for her 3mo old daughter to be teething at this time.,Connected?,2011-07-13,1,Received service,
1330,1468,DeborahW,2011-03-17,Community Action Food Bank  801-373-8200,"Went to Community Action and  wasn't able to find dipers. Needs size 4 Diapers, called relayed info 3/18/11",Connected?,2011-04-04,1,Service Not Received,
1334,1419,AmandaM,2011-05-18,Welcome Baby UWAY 801-691-5320,Interested in play group but has been busy.  I gave her Stephanie's number again.,Connected?,2011-06-15,1,No follow through by client,
1336,1470,BarbaraL,2011-06-16,Community Action Food Bank  801-373-8200,"""Mom is waiting for Child Care reimbursement from state and has taken longer than usual so now in crisis.""",Connected?,2011-06-17,1,Service Not Received,
1337,1470,BarbaraL,2011-06-16,Pregnancy Resource Center  801-221-2591,,Connected?,2011-06-17,1,Received service,
1338,1470,BarbaraL,2011-06-16,Informational resources,Sent mom information we talked about over the phone.,Connected?,2011-06-17,1,Information received by client,
1340,1143,RobinL,2011-06-18,Interoffice,"researching medical resources--neuro, x-ray, phys therapy appt for Ethan",Research,2011-06-18,1,Received service,
1346,1483,DeborahW,2011-06-20,Mountainland Community Health  801-429-2000 (Lori Wright),she can't receive prenatal  from them b/c of her previous c-sections. She's called other doctors but its expensive.,Connected?,2011-06-20,1,Service not received,
1347,1483,DeborahW,2011-06-20,Informational resources,"Spoke with her and she was able to find a doctor. She'll contact us to do the ASQ. ---tell her she needs call the doctor and work with them on a payment plan, she needs to ask questions, be adamant.",Verify Improvement,2011-06-24,1,Solved own problem,
1354,1466,DeborahW,2011-06-23,Interoffice,Faxed referral list to doctor whiting,Scan/Fax to Doctor,2011-06-23,1,Complete,
1359,1469,DeborahW,2011-06-29,East Shore High School (former Alpine Life & Learning),"Called, left message. 6/29/11 DW",Connected?,2011-06-29,1,Complete,
1362,1385,DeborahW,2011-06-29,Interoffice,No followup ever done Nyla,Other,2011-06-30,1,Complete,
1363,1420,DeborahW,2011-06-29,Interoffice,"we did send the questionnaire, the mom never completed it, and we had no record. We'll send out the current ASQ 7/6/11 dw",Still interested?,2011-06-30,1,Complete,
1364,1391,DeborahW,2011-06-29,Interoffice,"never had a follow up, but they called for a family. Will close file.",Other,2011-06-30,1,Complete,
1365,1460,DeborahW,2011-06-29,BYU Comprehensive Clinic 801-422-7759,family academy program doesn't work for family because they don't have a court appointed service,Connected?,2011-07-27,1,No response from family,
1368,1419,MiriamC,2011-06-15,Welcome Baby UWAY 801-691-5320,"Hasn't connected, been too busy. Said to call her at the end of the summer to see if still interested. 7/5/11 MC",Connected?,2011-07-05,1,No follow through by client,
1369,1419,EmilyM,2011-07-05,Welcome Baby UWAY 801-691-5320,Left Message 9/21/11 EM.,Connected?,2011-09-13,1,Left Message,
1371,1446,MiriamC,2011-07-05,Welcome Baby UWAY 801-691-5320,WB has called and emailed her but she hasn't responded yet. 7/26/11 MC,Connected?,2011-07-26,1,Client cannot be reached,
1372,1498,DeborahW,2011-07-06,Interoffice,,Update Family Information,2011-07-07,1,Information received by client,
1374,1390,DeborahW,2011-07-06,Interoffice,"the file was blank, no follow up had been recorded. Called to see if still interested, will close file until we hear from mom.",Still interested?,2011-07-06,1,Client cannot be reached,
1375,1462,MiriamC,2011-06-01,"Utah Parent Center 801 272 1051, 800 468 1160","Called, left message 7/7/11 MC",Connected?,2011-07-07,1,Client cannot be reached,
1376,1462,MiriamC,2011-07-07,"Utah Parent Center 801 272 1051, 800 468 1160","She said the resources were very helpful, but haven't had time to contact them. They're going to meet with a neuro psychologist to see exactly what they're dealing with and the right avenues to take. Then will contact us. Also got girl's name. 8/1/11 MC",Connected?,2011-08-01,1,Complete,
1378,1470,BarbaraL,2011-07-07,Community Action Food Bank  801-373-8200,"Attempted to call but phone disconnected Emailed mom, will close out unless hear otherwise",Still interested?,2011-07-07,1,No response from family,
1380,1500,RachelP,2011-07-11,Interoffice,Need to get parent permission to fax summary sheet to pediatrician,Update Family Information,2011-07-11,1,Information received by client,
1383,1501,MiriamC,2011-07-12,Pregnancy Resource Center  801-221-2591,"Number is not in service, so emailed her. Also asked for working number. 7/26/11 MC",Connected?,2011-07-26,1,Complete,
1384,1274,BarbaraL,2011-07-13,Catholic Community Services,"Holy Cross Ministries (801) 261-3440--Needs Diapers, will call Walmart, will stop at Holy Cross",Connected?,2011-07-13,1,Resources exhausted,
1385,1274,BarbaraL,2011-07-13,Salt Lake 211,Diapers and clothing for 22 month old baby,Connected?,2011-07-13,1,Resources exhausted,
1386,1274,BarbaraL,2011-07-13,"Turning Point  801-863-7580 (childcare, GED)","Support for school starting in the fall semester , taking classes for LPN.",Connected?,2011-07-13,1,Received service,
1388,1274,DeborahW,2011-07-14,Pregnancy Resource Center  801-221-2591,"Sarah called WB looking for diapers. Explained WB, brainstormed a little with her as far as where she could go and told her to wait hopefully a week and then the PRC should have diapers available.",Other,2011-07-14,1,Complete,
1389,1511,RachelP,2011-07-15,Interoffice,Need to ask for name of pediatrician. She does NOT want us to send the information.,Update Family Information,2011-07-18,1,Complete,
1390,1510,DeborahW,2011-07-15,Pregnancy Resource Center  801-221-2591,received assistence through DWS and bishop.,Connected?,2011-07-27,1,Child situation changed,
1391,1512,RachelP,2011-07-15,Interoffice,Ped. Name &permission given,Other,2011-07-18,1,Complete,
